cleaned_method,target_block,tokens_in_method
"def do_PASS(self, arg): <TAB> if self.authenticated: <TAB>  <TAB> self.respond(b""503 User already authenticated."") <TAB> if not self.username: <TAB>  <TAB> self.respond(b""503 Login with USER first."") <TAB> if self.authentication_ok(user_pass=arg): <MASK> self.respond(b""230 Log in Successful."") <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> _msg = ""220-{}\r\n"".format(self.config.motd) <TAB>  <TAB>  <TAB> self.respond(_msg) <TAB>  <TAB>  <TAB> self.respond(b""220 "") <TAB> else: <TAB>  <TAB> self.invalid_login_attempt += 1 <TAB>  <TAB> self.respond(b""530 Authentication Failed."")",if not self . config . motd :,185
"def step(self, simgr, stash=""active"", **kwargs): <TAB> simgr = simgr.step(stash=stash, **kwargs) <TAB> if len(simgr.stashes[stash]) > 1: <TAB>  <TAB> self._random.shuffle(simgr.stashes[stash]) <TAB>  <TAB> simgr.split(from_stash=stash, to_stash=self.deferred_stash, limit=1) <TAB> if len(simgr.stashes[stash]) == 0: <MASK> return simgr <TAB>  <TAB> simgr.stashes[stash].append(simgr.stashes[self.deferred_stash].pop()) <TAB> return simgr",if len ( simgr . stashes [ self . deferred_stash ] ) == 0 :,195
"def _wait_operation(self, id, timeout=DEFAULT_TIMEOUT, check_interval=DEFAULT_INTERVAL): <TAB> """"""Wait for an operation to succeed"""""" <TAB> for i in range(0, timeout, check_interval): <TAB>  <TAB> try: <TAB>  <TAB>  <TAB> # pylint: disable=no-member <TAB>  <TAB>  <TAB> op = self.connection.request(""operation.info"", int(id)).object <MASK> return True <TAB>  <TAB>  <TAB> if op[""step""] in [""ERROR"", ""CANCEL""]: <TAB>  <TAB>  <TAB>  <TAB> return False <TAB>  <TAB> except (KeyError, IndexError): <TAB>  <TAB>  <TAB> pass <TAB>  <TAB> except Exception as e: <TAB>  <TAB>  <TAB> raise GandiException(1002, e) <TAB>  <TAB> time.sleep(check_interval) <TAB> return False","if op [ ""step"" ] == ""DONE"" :",183
"def decorator(inner): <TAB> doc = inner.__doc__.split(""\n"") <TAB> i = 0 <TAB> s = 0 <TAB> for line in doc: <TAB>  <TAB> sline = line.strip() <MASK> for char in line: <TAB>  <TAB>  <TAB>  <TAB> if char == "" "": <TAB>  <TAB>  <TAB>  <TAB>  <TAB> s += 1 <TAB>  <TAB>  <TAB> break <TAB>  <TAB> i += 1 <TAB> spaces = "" "" * (s + 4) <TAB> to_insert = "" "" * s + ""::\n\n"" + spaces <TAB> to_insert += bibtex.strip().replace(""\n"", ""\n"" + spaces).rstrip() <TAB> doc.insert(i, """") <TAB> doc.insert(i, to_insert) <TAB> set_doc(inner, ""\n"".join(doc)) <TAB> return inner","if sline == ""Args:"" or sline == ""Returns:"" :",196
"def test_ls(self): <TAB> with patch(""salt.modules.pillar.items"", MagicMock(return_value=pillar_value_1)): <TAB>  <TAB> ls = sorted(pillarmod.ls()) <MASK> self.assertCountEqual(ls, [""a"", ""b""]) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> self.assertEqual(ls, [""a"", ""b""])",if six . PY3 :,98
"def completemacro(self, macro): <TAB> ""Complete the macro with the parameters read."" <TAB> self.contents = [macro.instantiate()] <TAB> replaced = [False] * len(self.values) <TAB> for parameter in self.searchall(MacroParameter): <TAB>  <TAB> index = parameter.number - 1 <MASK> Trace.error(""Macro parameter index out of bounds: "" + unicode(index)) <TAB>  <TAB>  <TAB> return <TAB>  <TAB> replaced[index] = True <TAB>  <TAB> parameter.contents = [self.values[index].clone()] <TAB> for index in range(len(self.values)): <TAB>  <TAB> if not replaced[index]: <TAB>  <TAB>  <TAB> self.addfilter(index, self.values[index])",if index >= len ( self . values ) :,170
"def get_logged_in_user(self): <TAB> if session.get(""logged_in""): <MASK> return g.user <TAB>  <TAB> try: <TAB>  <TAB>  <TAB> return ( <TAB>  <TAB>  <TAB>  <TAB> self.User.select() <TAB>  <TAB>  <TAB>  <TAB> .where(self.User.active == True, self.User.id == session.get(""user_pk"")) <TAB>  <TAB>  <TAB>  <TAB> .get() <TAB>  <TAB>  <TAB> ) <TAB>  <TAB> except self.User.DoesNotExist: <TAB>  <TAB>  <TAB> pass","if getattr ( g , ""user"" , None ) :",124
"def _request(self, method, url, msg_on_fail=None, **kwargs): <TAB> try: <TAB>  <TAB> response = self.session.request(method, url, **kwargs) <MASK> msg = ( <TAB>  <TAB>  <TAB>  <TAB> ""Failure. URL: {}, data: {}"".format(url, kwargs) <TAB>  <TAB>  <TAB>  <TAB> if not msg_on_fail <TAB>  <TAB>  <TAB>  <TAB> else msg_on_fail <TAB>  <TAB>  <TAB> ) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> return response <TAB> except RequestException as e: <TAB>  <TAB> msg = str(e) <TAB> raise plugin.PluginError( <TAB>  <TAB> ""Error when trying to send request to qBittorrent: {}"".format(msg) <TAB> )","if response == ""Fails."" :",168
"def update(self, project, taskid, obj={}, **kwargs): <TAB> obj = dict(obj) <TAB> obj.update(kwargs) <TAB> obj[""updatetime""] = time.time() <TAB> pipe = self.redis.pipeline(transaction=False) <TAB> pipe.hmset(self._gen_key(project, taskid), self._stringify(obj)) <TAB> if ""status"" in obj: <TAB>  <TAB> for status in range(1, 5): <MASK> pipe.sadd(self._gen_status_key(project, status), taskid) <TAB>  <TAB>  <TAB> else: <TAB>  <TAB>  <TAB>  <TAB> pipe.srem(self._gen_status_key(project, status), taskid) <TAB> pipe.execute()","if status == obj [ ""status"" ] :",176
"def send_welcome(message): <TAB> unique_code = extract_unique_code(message.text) <TAB> if unique_code:  # if the '/start' command contains a unique_code <TAB>  <TAB> username = get_username_from_storage(unique_code) <MASK> # if the username exists in our database <TAB>  <TAB>  <TAB> save_chat_id(message.chat.id, username) <TAB>  <TAB>  <TAB> reply = ""Hello {0}, how are you?"".format(username) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> reply = ""I have no clue who you are..."" <TAB> else: <TAB>  <TAB> reply = ""Please visit me via a provided URL from the website."" <TAB> bot.reply_to(message, reply)",if username :,167
"def getVerbosityFormat(verbosity, fmt="" %(message)s"", addtime=True): <TAB> """"""Custom log format for the verbose runs"""""" <TAB> if verbosity > 1:  # pragma: no cover <TAB>  <TAB> if verbosity > 3: <TAB>  <TAB>  <TAB> fmt = "" | %(module)15.15s-%(levelno)-2d: %(funcName)-20.20s |"" + fmt <TAB>  <TAB> if verbosity > 2: <TAB>  <TAB>  <TAB> fmt = ( <TAB>  <TAB>  <TAB>  <TAB> "" +%(relativeCreated)5d %(thread)X %(name)-25.25s %(levelname)-5.5s"" <TAB>  <TAB>  <TAB>  <TAB> + fmt <TAB>  <TAB>  <TAB> ) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> fmt = "" %(thread)X %(levelname)-5.5s"" + fmt <MASK> fmt = "" %(asctime)-15s"" + fmt <TAB> return fmt",if addtime :,199
def nodes_to_build(self): <TAB> ret = [] <TAB> for node in self.ordered_iterate(): <MASK> if node.ref.copy_clear_rev() not in ret: <TAB>  <TAB>  <TAB>  <TAB> ret.append(node.ref.copy_clear_rev()) <TAB> return ret,if node . binary == BINARY_BUILD :,80
"def update_environment(self, d): <TAB> for k in d: <MASK> if k in os.environ: <TAB>  <TAB>  <TAB>  <TAB> del os.environ[k] <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> os.environ[k] = d[k]",if d [ k ] is None :,71
"def load_label_dict(filename): <TAB> d = dict() <TAB> tag_dict = set() <TAB> with open(filename, ""r"") as f: <TAB>  <TAB> for i, line in enumerate(f): <TAB>  <TAB>  <TAB> line = line.strip() <TAB>  <TAB>  <TAB> if line.startswith(""B-""): <TAB>  <TAB>  <TAB>  <TAB> tag_dict.add(line[2:]) <MASK> tag_dict.add(line[2:]) <TAB>  <TAB> index = 0 <TAB>  <TAB> for tag in tag_dict: <TAB>  <TAB>  <TAB> d[""B-"" + tag] = index <TAB>  <TAB>  <TAB> index += 1 <TAB>  <TAB>  <TAB> d[""I-"" + tag] = index <TAB>  <TAB>  <TAB> index += 1 <TAB>  <TAB> d[""O""] = index <TAB> return d","elif line . startswith ( ""I-"" ) :",180
"def __call__(self, string, lexer=shnake_lex): <TAB> """"""Interpret `file` data as a command line sequence."""""" <TAB> line = 0 <TAB> result = [] <TAB> buffer = LineBuffer(string) <TAB> data = """" <TAB> while True: <MASK> data = buffer.readline() <TAB>  <TAB>  <TAB> if not data: <TAB>  <TAB>  <TAB>  <TAB> return result <TAB>  <TAB> line += 1 <TAB>  <TAB> try: <TAB>  <TAB>  <TAB> pipeline = lexer(data[:-1], line=line) <TAB>  <TAB>  <TAB> result += pipeline <TAB>  <TAB>  <TAB> data = """" <TAB>  <TAB>  <TAB> if string is None: <TAB>  <TAB>  <TAB>  <TAB> break <TAB>  <TAB> except SyntaxWarning as error: <TAB>  <TAB>  <TAB> addline = buffer.readline() <TAB>  <TAB>  <TAB> if not addline: <TAB>  <TAB>  <TAB>  <TAB> raise error <TAB>  <TAB>  <TAB> data += addline <TAB> return result",if not data :,197
"def _process_property_change(self, msg): <TAB> msg = super(VTKVolume, self)._process_property_change(msg) <TAB> if self.object is not None: <TAB>  <TAB> slice_params = {""slice_i"": 0, ""slice_j"": 1, ""slice_k"": 2} <TAB>  <TAB> for k, v in msg.items(): <TAB>  <TAB>  <TAB> sub_dim = self._subsample_dimensions <TAB>  <TAB>  <TAB> ori_dim = self._orginal_dimensions <MASK> index = slice_params[k] <TAB>  <TAB>  <TAB>  <TAB> msg[k] = int(np.round(v * ori_dim[index] / sub_dim[index])) <TAB> return msg",if k in slice_params :,170
"def prepare_query_value(self, op, value): <TAB> if not isinstance(op, basestring): <TAB>  <TAB> return value <TAB> if op.lstrip(""i"") in (""startswith"", ""endswith"", ""contains"", ""exact""): <TAB>  <TAB> flags = 0 <MASK> flags = re.IGNORECASE <TAB>  <TAB>  <TAB> op = op.lstrip(""i"") <TAB>  <TAB> regex = r""%s"" <TAB>  <TAB> if op == ""startswith"": <TAB>  <TAB>  <TAB> regex = r""^%s"" <TAB>  <TAB> elif op == ""endswith"": <TAB>  <TAB>  <TAB> regex = r""%s$"" <TAB>  <TAB> elif op == ""exact"": <TAB>  <TAB>  <TAB> regex = r""^%s$"" <TAB>  <TAB> # escape unsafe characters which could lead to a re.error <TAB>  <TAB> value = re.escape(value) <TAB>  <TAB> value = re.compile(regex % value, flags) <TAB> return value","if op . startswith ( ""i"" ) :",199
"def test_save_to_path(httpserver): <TAB> """"""Save directly to file"""""" <TAB> filepath = os.path.join(tempdir, ""fubar.txt"") <TAB> assert not os.path.exists(tempdir) <TAB> assert not os.path.exists(filepath) <TAB> httpserver.serve_content(fubar_bytes, headers={""Content-Type"": ""text/plain""}) <TAB> try: <TAB>  <TAB> r = web.get(httpserver.url) <TAB>  <TAB> assert r.status_code == 200 <TAB>  <TAB> r.save_to_path(filepath) <TAB>  <TAB> assert os.path.exists(filepath) <TAB>  <TAB> data = open(filepath).read() <TAB>  <TAB> assert data == fubar_bytes <TAB> finally: <MASK> shutil.rmtree(tempdir)",if os . path . exists ( tempdir ) :,189
"def output(self, data, context): <TAB> """"""Outputs the provided data using the transformations and output format specified for this CLI endpoint"""""" <TAB> if self.transform: <MASK> self.transform.context = context <TAB>  <TAB> data = self.transform(data) <TAB> if hasattr(data, ""read""): <TAB>  <TAB> data = data.read().decode(""utf8"") <TAB> if data is not None: <TAB>  <TAB> data = self.outputs(data) <TAB>  <TAB> if data: <TAB>  <TAB>  <TAB> sys.stdout.buffer.write(data) <TAB>  <TAB>  <TAB> if not data.endswith(b""\n""): <TAB>  <TAB>  <TAB>  <TAB> sys.stdout.buffer.write(b""\n"") <TAB> return data","if hasattr ( self . transform , ""context"" ) :",170
"def _connect(self): <TAB> for vertex in list(self._representation.keys()): <TAB>  <TAB> for ref, ref_object in enumerate(self._representation[vertex][""referenceList""]): <TAB>  <TAB>  <TAB> reference = ref_object[""reference""] <TAB>  <TAB>  <TAB> self.edges += 1 <TAB>  <TAB>  <TAB> if reference not in self._representation: <MASK> self._representation[reference] = { <TAB>  <TAB>  <TAB>  <TAB>  <TAB>  <TAB> ""vertexID"": reference, <TAB>  <TAB>  <TAB>  <TAB>  <TAB>  <TAB> ""referenceList"": [], <TAB>  <TAB>  <TAB>  <TAB>  <TAB> } <TAB>  <TAB>  <TAB>  <TAB> else: <TAB>  <TAB>  <TAB>  <TAB>  <TAB> raise Exception(""Field %s not defined"" % reference) <TAB>  <TAB>  <TAB> ref_object[""reference""] = self._representation[reference]",if reference in self . excludeList :,175
"def configure_and_update_options(options): <TAB> if ( <TAB>  <TAB> options.dac_connection <TAB>  <TAB> and options.server <TAB>  <TAB> and not options.server.lower().startswith(""admin:"") <TAB> ): <TAB>  <TAB> options.server = ""admin:"" + options.server <TAB> if not options.integrated_auth: <TAB>  <TAB> if not options.username: <TAB>  <TAB>  <TAB> options.username = input(u""Username (press enter for sa):"") or u""sa"" <MASK> pw = getpass.getpass() <TAB>  <TAB>  <TAB> if pw is not None: <TAB>  <TAB>  <TAB>  <TAB> pw = pw.replace(""\r"", """").replace(""\n"", """") <TAB>  <TAB>  <TAB> options.password = pw",if not options . password :,164
"def get_mtime(filename): <TAB> if settings.COMPRESS_MTIME_DELAY: <TAB>  <TAB> key = get_mtime_cachekey(filename) <TAB>  <TAB> mtime = cache.get(key) <MASK> mtime = os.path.getmtime(filename) <TAB>  <TAB>  <TAB> cache.set(key, mtime, settings.COMPRESS_MTIME_DELAY) <TAB>  <TAB> return mtime <TAB> return os.path.getmtime(filename)",if mtime is None :,102
"def list_all_notempty(session=None): <TAB> ret = [] <TAB> results = session.query( <TAB>  <TAB> LegacyArchiveDocument.bucket, <TAB>  <TAB> LegacyArchiveDocument.archiveId, <TAB>  <TAB> LegacyArchiveDocument.userId, <TAB> ).filter(LegacyArchiveDocument.jsondata != ""{}"") <TAB> for result in results: <TAB>  <TAB> obj = {} <TAB>  <TAB> for i in range(0, len(list(result.keys()))): <TAB>  <TAB>  <TAB> k = list(result.keys())[i] <TAB>  <TAB>  <TAB> obj[k] = result[i] <MASK> ret.append(obj) <TAB> return ret",if obj :,148
"def get_settings_with_defaults(defaults, org): <TAB> values = org.settings.get(""settings"", {}) <TAB> settings = {} <TAB> for setting, default_value in defaults.items(): <TAB>  <TAB> current_value = values.get(setting) <MASK> continue <TAB>  <TAB> if current_value is None: <TAB>  <TAB>  <TAB> settings[setting] = default_value <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> settings[setting] = current_value <TAB> settings[""auth_google_apps_domains""] = org.google_apps_domains <TAB> return settings",if current_value is None and default_value is None :,142
"def on_edit(self): <TAB> name = self.listview.get_selected() <TAB> if name: <TAB>  <TAB> tool = self.manager.get_tool(name) <TAB>  <TAB> properties = EditCustomToolDialog(self, tool=tool).run() <MASK> tool.update(**properties) <TAB>  <TAB>  <TAB> tool.write() <TAB> self.listview.refresh()",if properties :,92
"def wait(self, timeout): <TAB> try: <TAB>  <TAB> self.notify() <TAB>  <TAB> ret = select.select(self.wait_fds, [], [], timeout) <MASK> if self.PIPE[0] in ret[0]: <TAB>  <TAB>  <TAB>  <TAB> os.read(self.PIPE[0], 1) <TAB>  <TAB>  <TAB> return ret[0] <TAB> except select.error as e: <TAB>  <TAB> if e.args[0] == errno.EINTR: <TAB>  <TAB>  <TAB> return self.sockets <TAB>  <TAB> if e.args[0] == errno.EBADF: <TAB>  <TAB>  <TAB> if self.nr < 0: <TAB>  <TAB>  <TAB>  <TAB> return self.sockets <TAB>  <TAB>  <TAB> else: <TAB>  <TAB>  <TAB>  <TAB> raise StopWaiting <TAB>  <TAB> raise",if ret [ 0 ] :,177
"def wait_for_no_account(client, rg, acc_name, live=False): <TAB> # a workaround for the async nature of certain ARM processes <TAB> co = 0 <TAB> while co < 5: <TAB>  <TAB> co += 1 <MASK> time.sleep(2) <TAB>  <TAB> try: <TAB>  <TAB>  <TAB> account = client.accounts.get(rg, acc_name) <TAB>  <TAB> except: <TAB>  <TAB>  <TAB> # not found is an exception case (status code 200 expected) <TAB>  <TAB>  <TAB> # and is actually what we are waiting for <TAB>  <TAB>  <TAB> break",if live :,134
def percentage(self): <TAB> if self._percentage is None: <MASK> matches = self._get_matches_for_ref() <TAB>  <TAB>  <TAB> self._percentage = sum(match.percentage for match in matches) // len( <TAB>  <TAB>  <TAB>  <TAB> matches <TAB>  <TAB>  <TAB> ) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> self._percentage = 0 <TAB> return self._percentage,if self . dupes :,92
"def print_state(self): <TAB> for t in self.trajectories.trajectories: <TAB>  <TAB> print(""---------"") <MASK> print(""trajectory isn't active."") <TAB>  <TAB>  <TAB> continue <TAB>  <TAB> last_obs = t.last_time_step.observation <TAB>  <TAB> print(str(last_obs))",if not t . is_active :,80
"def doGetResoldSubscriptions(): <TAB> res = buildGAPIObject(""reseller"") <TAB> customerId = sys.argv[3] <TAB> customerAuthToken = None <TAB> i = 4 <TAB> while i < len(sys.argv): <TAB>  <TAB> myarg = sys.argv[i].lower().replace(""_"", """") <MASK> customerAuthToken = sys.argv[i + 1] <TAB>  <TAB>  <TAB> i += 2 <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> controlflow.invalid_argument_exit(myarg, ""gam info resoldsubscriptions"") <TAB> result = gapi.call( <TAB>  <TAB> res.subscriptions(), <TAB>  <TAB> ""list"", <TAB>  <TAB> customerId=customerId, <TAB>  <TAB> customerAuthToken=customerAuthToken, <TAB> ) <TAB> display.print_json(result)","if myarg in [ ""customerauthtoken"" , ""transfertoken"" ] :",195
"def convert_mixinrefs(elem): <TAB> global adjusted_node <TAB> for child in elem: <TAB>  <TAB> convert_mixinrefs(child) <TAB> mixinrefs = elem.get(""mixinrefs"") <TAB> if mixinrefs and elem.tag == ""scope"": <TAB>  <TAB> for m in mixinrefs.split("" ""): <MASK> continue <TAB>  <TAB>  <TAB> ET.SubElement(elem, ""import"", symbol=m) <TAB>  <TAB>  <TAB> adjusted_node += 1 <TAB>  <TAB> # XXX Trent - non-deprecated way to delete an attribute? <TAB>  <TAB> del elem.attrib[""mixinrefs""]","if m == ""Kernel"" and elem . get ( ""classrefs"" ) :",149
"def build_lazyref(self, value): <TAB> if isinstance(value, LazyReference): <MASK> value = LazyReference( <TAB>  <TAB>  <TAB>  <TAB> value.document_type, value.pk, passthrough=self.passthrough <TAB>  <TAB>  <TAB> ) <TAB> elif value is not None: <TAB>  <TAB> if isinstance(value, (dict, SON)): <TAB>  <TAB>  <TAB> value = LazyReference( <TAB>  <TAB>  <TAB>  <TAB> get_document(value[""_cls""]), <TAB>  <TAB>  <TAB>  <TAB> value[""_ref""].id, <TAB>  <TAB>  <TAB>  <TAB> passthrough=self.passthrough, <TAB>  <TAB>  <TAB> ) <TAB>  <TAB> elif isinstance(value, Document): <TAB>  <TAB>  <TAB> value = LazyReference(type(value), value.pk, passthrough=self.passthrough) <TAB> return value",if value . passthrough != self . passthrough :,183
"def add_checker(self, namespace, checker): <TAB> for c in pyomo.checker.runner.ModelCheckRunner._checkers(all=True): <TAB>  <TAB> if c._checkerName() == checker: <MASK> namespace.checkers[c._checkerPackage()] = [] <TAB>  <TAB>  <TAB> if c._checkerName() not in namespace.checkers[c._checkerPackage()]: <TAB>  <TAB>  <TAB>  <TAB> namespace.checkers[c._checkerPackage()].append(c._checkerName())","if namespace . checkers . get ( c . _checkerPackage ( ) , None ) is None :",126
"def wrapper(*args, schedule, **kwargs): <TAB> for loop, n in schedule: <TAB>  <TAB> approx_n = axis_size if n is None else n <MASK> raise SkipTest(""this test requires more XLA devices"") <TAB> return fun(*args, schedule=schedule, **kwargs)","if loop == ""parallel"" and approx_n > xla_bridge . device_count ( ) :",88
"def _con_write(self, data): <TAB> if self._setting_prompt: <MASK> self._setting_prompt = False <TAB>  <TAB> return <TAB> if not self._complete.is_set(): <TAB>  <TAB> if self._codepage: <TAB>  <TAB>  <TAB> data = data.decode(self._codepage, errors=""replace"") <TAB>  <TAB> self.stdout.write(data) <TAB>  <TAB> self.stdout.flush() <TAB>  <TAB> if ""\n"" in data: <TAB>  <TAB>  <TAB> self.prompt = data.rsplit(""\n"", 1)[-1] <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> self.prompt += data",if self . prompt in data :,147
"def handle_match_etags(self, match): <TAB> etags = match.meta.get(""etags"", None) <TAB> if etags is None: <TAB>  <TAB> return <TAB> _etags = [t.strip() for t in etags.split("","")] <TAB> for s in match.strings: <TAB>  <TAB> if s[1] not in _etags: <TAB>  <TAB>  <TAB> continue <TAB>  <TAB> tag = s[2].decode() if isinstance(s[2], bytes) else s[2] <MASK> match.tags.append(tag)",if tag not in match . tags :,136
